INCIDENT,I DESCRIPTION,CLASSIFICATION,DAY,MONTH,YEAR,Full date,TIME_OF_INCIDENT,HOUR RANGE,SUBURB,TOWN,VEHICLES__total,WHAT_WAS_BURNING,DESCRIPTION,ACTIONS_OF,EQUIPMENT_,FPA_SUSPEC,DETAILS_OF,PUMPING_TI,DISTRICT,STATIONS,SUBURB_GEO,PRED_DWELL,AMHHI,PRED_LSMGR,PRED_TENURE,PRED_LANGUAGE,PRED_RACE,PRED_AGE,PRED_MARITAL STATUS,PRED_EDUCATION,POPULATION,SUBURB_AREA,STREET,LONGITUDE,LATITUDE
Residential,Informal,"Fire, manually extinguished",25,March,2015,03/25/2015 12:00:00 AM,0:19,0:00 - 0:30,Philippi East,Cape Town,01:10|01:13|01:07|01:10|00:59,"Bed, Bedding And Personal Effects Etc.",Average Structural Fire,Extinguished With Two Jets From E08 M/pump Backed Up By E29m/pump And Water Tenders,"2 X 65mm, 2 X 45mm Length Of Hoses, Branch And 1 X Dividing Breeching",Open Flames,,,East,"Guguletu, Mitchells Plain",Crossroads SP,BrHse_SepStand,2954,LSM 04,Owned Paid In Full,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,27524,126000,Lansdowne Road,18.606210999999998,-33.997200999999997
Other,Miscellaneous,"Fire, manually extinguished",10,July,2015,07/10/2015 12:00:00 AM,0:19,0:00 - 0:30,Devon Park,Oostenberg,00:34|00:35|00:42,"Chair, Material Used As Cover Material At Inside Of Container",Minor Structural Fire,None,None,Arson,From By Standers The Container Were Petrolbomb,,East,"Kuilsrivier, Mfuleni",Devon Park,BrHse_SepStand,16457,LSM 10,Owned Not Paid Off,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,1528,0.16,Gamtoos River,18.729557,-34.008477999999997
Transport,Car/Motorcycle,"Fire, manually extinguished",28,July,2015,07/28/2015 12:00:00 AM,0:19,0:00 - 0:30,Bellville,Tygerberg,0:14,Motor Vehicle,Vehicle Fire,Ensured Fire Out Using 1 X Hosereel From E36,1 X Hosereel,Electrical Faults,Electrical Fault,0:04,North,Bellville,De Bron,BrHse_SepStand,36895,LSM 14,Owned Not Paid Off,Afrikaans,White,Age 30 - 34,Married,Secondary,1874,136000,Canterbury Street,18.620567999999999,-33.901721999999999
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",21,October,2015,10/21/2015 12:00:00 AM,0:19,0:00 - 0:30,Eersterivier,Tygerberg,0:26,Vegetation Alight,Minor Vegetation Fire,Extinguished With One Fogjet From E03a Motor Pump.,1 X Fogjet From E03a,Other,Passer By Dropping A Light,0:05,East,Mfuleni,De Wijnlanden,BrHse_SepStand,48274,LSM 14,Rented,Afrikaans,White,Age 25 - 29,Married,Tertiary Plus,686,0.74,Forest Drive,18.740114999999999,-34.007533000000002
Residential,Informal,"Fire, manually extinguished",15,November,2015,11/15/2015 12:00:00 AM,0:19,0:00 - 0:30,Guguletu,Cape Town,00:55|00:52|00:53|00:38,"Bed, Bedding And Personal Effects",Minor Structural Fire,Ensured Area Is Safe,Nil,Undetermined,Undetermined Pending Saps Investigation,,East,"Guguletu, Epping, Mitchells Plain",Gugulethu SP,BrHse_SepStand,5263,LSM 05,Owned Paid In Full,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,58328,488000,Ny 111,18.572023000000002,-33.983476000000003
Other,Rubbish/Grass/Bush,"False Alarm, Malicious",1,January,2009,01/01/2009 12:00:00 AM,0:20,0:00 - 0:30,Atlantis,Blaauwberg,0:26,Nil,False Alarm,Nil,Nil,Other,Undetermined,,North,Atlantis,Avondale SP1,BrHse_SepStand,8647,LSM 06,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,12281,232000,Karria Street,18.494011,-33.563637999999997
Residential,Informal,"Fire, manually extinguished",26,January,2009,01/26/2009 12:00:00 AM,0:20,0:00 - 0:30,Hout Bay,South Peninsula,03:54|03:39|03:48|03:54|03:16|03:54|02:36|01:59|03:28|00:42|01:24|01:28|01:29|01:57|01:51|01:16|00:03|01:32,Numerous Wood And Iron Structures,Average Structural Fire,Extinguished Fire With Three Jets From) 2 From W15 Water Tender And 1 From E09 Motor Pump.,10 X 65mm Hose And 8 X 45 Mm Hose And 4 Drums Ecobreak Foam,Undetermined,Undetermined Pending Saps Investigation,2:00,West,"Constantia, Epping, Guguletu, Hout Bay, Lakeside, Mitchells Plain, Roeland Street, Sea Point, Wynberg, Belhar, Goodwood, Khayelitsha, Lansdowne",Hout Bay SP,BrHse_SepStand,34318,LSM 14,Rented,English,White,Age 0 - 4,Unmarried,Secondary,13477,2224000,Hout Bay Road (m63),18.351351000000001,-34.033861999999999
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",14,February,2009,02/14/2009 12:00:00 AM,0:20,0:00 - 0:30,Strand,Helderberg,00:33|00:43|00:01,Rubbish And Off-cut Wood.,Rubbish Fire,Extinguished Fire With 2x Fogjets From Echo01 And Echo 43.,,Open Flames,Community Setting Rubbish Alight.,0:20,East,Strand,Strand SP,BrHse_SepStand,19641,LSM 11,Rented,Afrikaans,White,Age 35 - 39,Married,Secondary,9729,341000,Boundary Road,18.830607000000001,-34.112954999999999
Other,Rubbish/Grass/Bush,"False Alarm, Good Intent",12,March,2009,03/12/2009 12:00:00 AM,0:20,0:00 - 0:30,Richwood,Blaauwberg,00:19|00:26,False Alarm With Good Intent,False Alarm,Nil,,,,,North,Milnerton,Richwood,BrHse_SepStand,21735,LSM 11,Owned Not Paid Off,English,White,Age 35 - 39,Married,Secondary,3153,0.77,N 7,18.543430000000001,-33.832985999999998
Other,Rubbish/Grass/Bush,"Special Service, False Good Intent",31,March,2009,03/31/2009 12:00:00 AM,0:20,0:00 - 0:30,Thornton,Cape Town,0:13,,False Alarm,Nil,,N/a,False Alarm With Good Intent,,North,Epping,Viking Park,Cluster Houses,22402,LSM 12,Rented,English,Coloured,Age 25 - 29,Unmarried,Secondary,1218,0.26,Viking Close,18.525666000000001,-33.927714000000002
Transport,Car/Motorcycle,"Fire, automatically extinguished",15,August,2009,08/15/2009 12:00:00 AM,0:20,0:00 - 0:30,Bloekombos,Kraaifontein,0:30,,Vehicle Fire,Nil,1 X Fog Jet,Open Flames,Vehicle Was Set Alight By Passers-by,0:05,North,Kraaifontein,Bloekombos,BrHse_SepStand,2616,LSM 03,Rented,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,30863,125000,Rhadu Street,18.752500000000001,-33.840198999999998
Residential,Informal,"Fire, manually extinguished",24,August,2009,08/24/2009 12:00:00 AM,0:20,0:00 - 0:30,Guguletu,Cape Town,01:16|00:43|01:18|01:24|01:15,"Bed, Bedding And Personal Effects, Etc.",Minor Structural Fire,Extinguished With One Jet From E11 M/pump,4 X 65mm Hose And 1 X 45mm Hose,Undetermined,Unkown Pending South African Police Investigation,0:15,East,"Guguletu, Mitchells Plain, Epping",Gugulethu SP,BrHse_SepStand,5263,LSM 05,Owned Paid In Full,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,58328,488000,Ny 111,18.572023000000002,-33.983476000000003
Miscellaneous,Other,"False Alarm, Good Intent",9,October,2009,10/09/2009 12:00:00 AM,0:20,0:00 - 0:30,Vredehoek,Cape Town,0:30,,False Alarm,,,N/a,False Alarm With Good Due To Arching Of Wire Has Stopped Before Arrival Of Brigade And The Services Of The Brigade Was Not Required.,,West,Roeland Street,Vredehoek,Flats,34379,LSM 14,Rented,English,White,Age 25 - 29,Unmarried,Tertiary Plus,3753,0.94,220 Upper Buitenkant,18.426988000000001,-33.940984999999998
Residential,Formal,"Fire, manually extinguished",8,December,2009,12/08/2009 12:00:00 AM,0:20,0:00 - 0:30,Brooklyn,Blaauwberg,00:15|00:38|00:36,Rubbish In Basement,Minor Structural Fire,Extinguished With One Fog Jet From E14,One Hosereel,Undetermined,Unknown Pending Investigating,0:05,West,"Brooklyn, Roeland Street, Salt River",Brooklyn,BrHse_SepStand,9944,LSM 07,Rented,English,Black African,Age 25 - 29,Unmarried,Secondary,11438,158000,Kings Road,18.481168,-33.915719000000003
Other,Rubbish/Grass/Bush,"False Alarm, Good Intent",1,January,2010,01/01/2010 12:00:00 AM,0:20,0:00 - 0:30,Strand,Helderberg,00:18|00:17,,False Alarm,Nil,Nil,,F.A.G.I,,East,Strand,Strand SP,BrHse_SepStand,19641,LSM 11,Rented,Afrikaans,White,Age 35 - 39,Married,Secondary,9729,341000,Gordons Bay Road,18.830607000000001,-34.112954999999999
Other,Rubbish/Grass/Bush,"False Alarm, Good Intent",1,January,2010,01/01/2010 12:00:00 AM,0:20,0:00 - 0:30,Central,Cape Town,0:15,,False Alarm,,,,False Alarm With Good Intent Due To Smoke From Fire Works Been Mistaken For A Vegetation Fire.,,West,Roeland Street,Cape Town CBD,Flats,26927,LSM 12,Rented,NA,Black African,Age 25 - 29,Unmarried,NA,5807,258000,Long Street,18.4236,-33.918368000000001
Residential,Formal,"Fire, manually extinguished",28,January,2010,01/28/2010 12:00:00 AM,0:20,0:00 - 0:30,Parow,Parow,00:24|01:22|00:00|00:02|01:24|01:24,"1x Contents Of 1x Bedroom Situated From Hallway In Residnece At The Front Of The Residence Ceiling Boards, Floor Boards As Well As Personnel Belongings.",Minor Structural Fire,Nrigade Extinguished Fire Using 2x House Reels From Echo 37,"1x First Floor Ladder , 1x Hose Reel From Echo 51, 1x Ceiling Hook.",Open Flames,"Unknown Pending Saps Investigation Mr.S.Nimb,",0:44,North,"Goodwood, Bellville, Brooklyn",Parow SP,Flats,9715,LSM 07,Rented,Afrikaans,Black African,Age 25 - 29,Unmarried,Secondary,3609,0.52,Tygervallei Street,18.581676000000002,-33.909719000000003
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",20,March,2010,03/20/2010 12:00:00 AM,0:20,0:00 - 0:30,Weltevreden Valley,Cape Town,0:31,Small Quantity Of Tyres,Rubbish Fire,Extinguished: By Beating Out And Covering With Sand,3 X Spades,Smoking,Passerby Dropping Alight,,West,Ottery,Weltevreden Valley,BrHse_SepStand,15533,LSM 09,Owned Not Paid Off,English,Coloured,Age 0 - 4,Unmarried,Secondary,12898,229000,Vanguard Drive|m 7,18.585822,-34.026600999999999
Miscellaneous,Other,Special Service,31,May,2010,05/31/2010 12:00:00 AM,0:20,0:00 - 0:30,Monte Vista,Tygerberg,0:28,,Special Service,Assist To Lay An Old Man On His Bed.,,N/a,Person Fell And Could Not Get Up.,,North,Goodwood,Monte Vista,BrHse_SepStand,30160,LSM 13,Owned Not Paid Off,English,White,Age 40 - 44,Married,Secondary,5270,169000,Buitendag Street,18.552841000000001,-33.879027000000001
Residential,Formal,"Fire, manually extinguished",1,September,2010,09/01/2010 12:00:00 AM,0:20,0:00 - 0:30,Khayelitsha,Tygerberg,00:47|00:37|00:35|00:01|00:34|00:30,"Bed, Bedding And Personal Effects, Etc",Minor Structural Fire,Used One Fog Jet To Make The Area Safe,1 X Hosereel,Arson,Suspected Arson,,East,"Lansdowne, Khayelitsha",Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Nobevu Crescent,18.650269999999999,-34.032004999999998
Residential,Informal,"Fire, manually extinguished",19,December,2010,12/19/2010 12:00:00 AM,0:20,0:00 - 0:30,Khayelitsha,Tygerberg,00:39|00:28|00:24,"Entire Structure With Contents Containing Bed, Bedding, Furniture And Personal Effects Etc",Minor Structural Fire,Extinguished Using 2x Fogjets From E18,2x Fogjets From E18,Undetermined,Unknown,0:13,East,"Khayelitsha, Lansdowne",Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Ntlazane Road,18.650269999999999,-34.032004999999998
Residential,Flat,"False Alarm, Good Intent",11,January,2011,01/11/2011 12:00:00 AM,0:20,0:00 - 0:30,Kraaifontein,Oostenberg,00:15|00:06|00:14|00:03,Bed Room And Personel Effects,False Alarm,Nil,Nil,Undetermined,Eletrical Faulth,,North,"Kraaifontein, Brackenfell, Durbanville",Eikendal,BrHse_SepStand,12625,LSM 08,Owned Paid In Full,Afrikaans,Coloured,Age 25 - 29,Unmarried,Secondary,5479,0.82,Park Avenue,18.71941,-33.853541
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",10,May,2011,05/10/2011 12:00:00 AM,0:20,0:00 - 0:30,Somerset West,Helderberg,0:27,Grass,Major Vegetation Fire,Extinguished With One Fog Jet From E07,Fog Jet,Open Flames,Passer By Dropping A Light,0:16,East,Somerset West,Firgrove Rural,BrHse_SepStand,28935,LSM 13,Rented,Afrikaans,White,Age 25 - 29,Unmarried,Secondary,1204,1921000,Unity Drive,18.813265000000001,-34.077181000000003
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",27,July,2011,07/27/2011 12:00:00 AM,0:20,0:00 - 0:30,Strand,Helderberg,00:31|00:18|00:23,Motor Car,Vehicle Fire,Nil,Nil,Smoking,Burning Cigarette Fell Into Flamable Liquid,,East,Strand,Strand SP,BrHse_SepStand,19641,LSM 11,Rented,Afrikaans,White,Age 35 - 39,Married,Secondary,9729,341000,Church Street,18.833480999999999,-34.107837000000004
Other,Rubbish/Grass/Bush,"False Alarm, Good Intent",27,October,2011,10/27/2011 12:00:00 AM,0:20,0:00 - 0:30,Grassy Park,South Peninsula,0:23,,,Nil,Nil,N/a,False Alarm With Good Intent Due To An Unauthorized Control Fire Being Mistaken For Vegetation Alight.,,West,Ottery,Grassy Park SP,BrHse_SepStand,13039,LSM 08,Owned Paid In Full,English,Coloured,Age 20 - 24,Unmarried,Secondary,20277,324000,Ave 7th Seventh Avenue,18.499364,-34.047750999999998
Other,Rubbish/Grass/Bush,"Special Service, False Good Intent",1,January,2012,01/01/2012 12:00:00 AM,0:20,0:00 - 0:30,,,,,,,,N/a,Fagi Due To Call Being Cancelled And Unable To Back Out,,West,Nil - No Response,Crossroads SP,BrHse_SepStand,2954,LSM 04,Owned Paid In Full,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,27524,126000,,18.602903999999999,-33.996791999999999
Other,Miscellaneous,"Fire, manually extinguished",1,January,2012,01/01/2012 12:00:00 AM,0:20,0:00 - 0:30,Strand,Helderberg,00:22|00:17,Rubbish And Tyres,Rubbish Fire,Extinguished Using 1x Fog Jet From E27 (1500 Litres),1x Fog Jet,Open Flames,Unknown,0:10,East,Strand,Onverwacht(Strand),Informal,4961,LSM 05,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,770,0.7,Onverwacht Street,18.847546999999999,-34.126227999999998
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",25,January,2012,01/25/2012 12:00:00 AM,0:20,0:00 - 0:30,Macassar,Helderberg,03:19|03:15|00:06|03:08|03:13|01:46,Extensive Area Of Vegetation.,Average Vegetation Fire,"The Fire Was Extingiushed With Four Fog Jets From :e05(4000l), B01(6000l), B02(6000l), W13(6000l).W18 Was Utilised On The N2 , Extingiushing Fires With One Jet (6000l).","Four Hose Reels , 2x 45mm Hose , Nozzle.",Undetermined,Undetermined.,1:44,East,"Macassar, Bellville, Khayelitsha, Lansdowne, Strand",Macassar SP,BrHse_SepStand,6456,LSM 06,Owned Paid In Full,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,34151,2706000,N 2 Between Baden Powell & Macassar Rd,18.752175999999999,-34.063428999999999
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",17,April,2012,04/17/2012 12:00:00 AM,0:20,0:00 - 0:30,Lotus River,South Peninsula,0:34,Vegetation,Minor Vegetation Fire,Extinguished: 1 Fog Jet From Echo05 Motor Pump,One Hose Reel,Open Flames,Passer-by Dropping A Light.,0:15,West,Ottery,Lotus River,BrHse_SepStand,9775,LSM 07,Rented,English,Coloured,Age 0 - 4,Unmarried,Secondary,40258,501000,Duiker Avenue,18.520686000000001,-34.035021999999998
Industrial,Furniture,"Fire, manually extinguished",16,August,2012,08/16/2012 12:00:00 AM,0:20,0:00 - 0:30,Mfuleni,Tygerberg,02:35|02:26|02:25|02:03|02:16|01:30|00:00|00:03|02:06|01:48,Wood And Machinery.,Minor Structural Fire,Extinguished Withtwo Jets From E 29 Motor Pump.,6x45mm And 3x65mm Hose.,Undetermined,Unknown.,1:20,East,"Mfuleni, Belhar, Kuilsrivier, Guguletu, Lansdowne",Mfuleni SP,BrHse_SepStand,3007,LSM 04,Occupied,IsiXhosa,Black African,Age 0 - 4,Unmarried,Secondary,55174,1346000,Old Faure Road,18.690508999999999,-34.015256000000001
Residential,Formal,"Fire, manually extinguished",15,October,2012,10/15/2012 12:00:00 AM,0:20,0:00 - 0:30,Weltevreden Valley,Cape Town,00:30|00:34|00:31,"Bed, Bedding, Personal Effects, Etc",Minor Structural Fire,Nil,Nil,Arson,Suspected Arson Pending Saps Investigation,,East,"Mitchells Plain, Guguletu",Weltevreden Valley,BrHse_SepStand,15533,LSM 09,Owned Not Paid Off,English,Coloured,Age 0 - 4,Unmarried,Secondary,12898,229000,Highlands Drive,18.584499000000001,-34.031077000000003
Residential,Informal,"Fire, manually extinguished",29,November,2012,11/29/2012 12:00:00 AM,0:20,0:00 - 0:30,Khayelitsha,Tygerberg,00:12|00:05|00:15|00:12|00:06,Some Contents Of Structure,Minor Structural Fire,Make Area Safe,Nil,Undetermined,Undetermined,,East,"Lansdowne, Mfuleni, Mitchells Plain",Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Lansdowne Rd,18.650269999999999,-34.032004999999998
Residential,Formal,"Fire, manually extinguished",22,December,2012,12/22/2012 12:00:00 AM,0:20,0:00 - 0:30,Bonteheuwel,Cape Town,00:29|01:02|00:54,"Bed, Bedding And Personal Belongings",Minor Structural Fire,Extinguished With Fog Jet(2000liters)from E51,Fog Jet,Open Flames,"Deceased Barricaded Himself Underneath Stairwell With Wood And Clothing, Burning A Candle.He Was A User Of Drugs And His Sister Warned Him About Using Candles For Lighting",0:10,North,"Goodwood, Belhar",Bonteheuwel,Semi-detached,5783,LSM 06,Owned Paid In Full,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,48515,355000,Bonteheuwel Avenue,18.545518999999999,-33.951509000000001
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",18,January,2013,01/18/2013 12:00:00 AM,0:20,0:00 - 0:30,New Woodlands (mpn) (mpn),Cape Town,0:41,Rubbish,Rubbish Fire,Fire Was Extinguished With 1 X Fog Jet From E53a (1200 Lt),,Open Flames,Passer Dropping A Light,0:10,East,Guguletu,Woodlands(Mitchells Plain),BrHse_SepStand,7613,LSM 06,Owned Not Paid Off,English,Coloured,Age 0 - 4,Unmarried,Secondary,24500,240000,Johannes Meintjies Road,18.6021,-34.025638999999998
Residential,Formal,"False Alarm, Good Intent",19,January,2013,01/19/2013 12:00:00 AM,0:20,0:00 - 0:30,Scarborough,South Peninsula,,Nil,,,,N/a,False Alarm With Good Intent Due To Call Duplication,,West,Nil - No Response,Scarborough SP,BrHse_SepStand,29148,LSM 13,Rented,English,White,Age 45 - 49,Unmarried,Secondary,1122,373000,Hill Top Street,18.373304999999998,-34.194395999999998
Residential,Informal,"Fire, manually extinguished",2,June,2013,06/02/2013 12:00:00 AM,0:20,0:00 - 0:30,Langa,Cape Town,00:49|00:51|00:50|00:32,"Bed , Bedding And Personal Effects Etc.",Average Structural Fire,Extinguished With 2 X Jets From E31 Motor Pump.,2 X 65mm And 2 X 45 Mm Hose,Open Flames,Unknown,0:20,North,"Epping, Milnerton",Langa SP,Informal,3807,LSM 05,Rented,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,55307,309000,Washington Street,18.529719,-33.94661
Residential,Informal,"Fire, manually extinguished",11,August,2013,08/11/2013 12:00:00 AM,0:20,0:00 - 0:30,Khayelitsha,Tygerberg,00:43|00:45|00:42|00:36,"Bed, Bedding And Personal Effects, Etc.",Minor Structural Fire,Extinguished With One Fog Jet From E18.,1 X Hosereel,Open Flames,Cooking Device Overturning And Igniting.,0:10,East,"Khayelitsha, Lansdowne, Mitchells Plain, Belhar",Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Mew Way,18.653110000000002,-34.034019000000001
Residential,Formal,"Fire, manually extinguished",27,July,2014,07/27/2014 12:00:00 AM,0:20,0:00 - 0:30,Tafelsig,Mitchell's Plain,00:33|00:35|00:03|01:14,Bed Bedding And Personal Effects,Minor Structural Fire,Made Sure Structure Was Safe (ventilated With One Ppv 3min),Tic And Ppv,Other,Spark From Short Circuit In Electrical Wiring Igniting Insulation,,East,"Khayelitsha, Lansdowne, Mitchells Plain",Tafelsig,BrHse_SepStand,4770,LSM 05,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,65181,432000,Dassenberg Street,18.640972000000001,-34.060664000000003
Residential,Informal,"Fire, manually extinguished",20,August,2014,08/20/2014 12:00:00 AM,0:20,0:00 - 0:30,Epping 1,Cape Town,01:11|01:13|01:05|01:42|01:08|00:08|00:10,Large Quanties Of Fruit And Several Structures,Average Structural Fire,Extinguished With 2 Jets From E08 M/pump,2 X 65mm And 8 X 45mm Lengths Of Hose,Open Flames,Security Guard Lighted Candle Overturned And Ignited Material,1:00,North,"Epping, Belhar, Goodwood",Epping Industria SP1,BrHse_SepStand,0,LSM 01,Rented,Afrikaans,Coloured,Age 25 - 29,Unmarried,Secondary,53,245000,Gunners Circle,18.528269000000002,-33.929772999999997
Miscellaneous,Assist Private Company,Special Service,20,September,2014,09/20/2014 12:00:00 AM,0:20,0:00 - 0:30,Central,Cape Town,03:24|02:53,,Miscellaneous,Pump Out Water From Backup Generator Room.,"1 X Sub Mersible Pump, 1 X 45mm Hose And 1 X Electrical Cable Reel.",Other,Static Water Tanks On Roof Overflow Due To Faulty Shutoff Valve.,,West,Roeland Street,Cape Town CBD,Flats,26927,LSM 12,Rented,NA,Black African,Age 25 - 29,Unmarried,NA,5807,258000,Riebeek Street,18.421144000000002,-33.918391999999997
Commercial,Shop,Special Service,2,November,2014,11/02/2014 12:00:00 AM,0:20,0:00 - 0:30,Hout Bay,South Peninsula,0:23,Wood And Iron Structure Used As Fruit Stall.,Minor Structural Fire,Brigade Extinguished Fire With 1x Hose Reel From E22a.,1x Hose Reel From E22a,Smoking,Passer-by Dropping A Light.,20:00,West,Hout Bay,Hout Bay SP,BrHse_SepStand,34318,LSM 14,Rented,English,White,Age 0 - 4,Unmarried,Secondary,13477,2224000,Oliver Tambo Road,18.351351000000001,-34.033861999999999
Residential,Informal,"Fire, manually extinguished",15,December,2014,12/15/2014 12:00:00 AM,0:20,0:00 - 0:30,Site B,Khayelitsha,00:34|00:11|00:11|00:38|00:27,"Bed, Bedding And Personel Effects.",Average Structural Fire,Extinguished With One Jet From E26a,1 X 65mm And 1 X 45mm Hose,Electrical Faults,Sparks From Short Circuit In Electrical Wiring Igniting Insulation,0:10,East,"Lansdowne, Khayelitsha, Belhar",Khayelitsha SP,Informal,2369,LSM 02,Owned Paid In Full,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,11874,477000,Lansdowne Road ( Japhta Masemola ),18.695824000000002,-34.035269999999997
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",2,February,2015,02/02/2015 12:00:00 AM,0:20,0:00 - 0:30,Acasia,Cape Town,02:06|01:30,Vegetation,Average Vegetation Fire,"Extinguished With Two Fog Jets, One From Echo 13 Motor Pump ( 14400 Litres ) And One From Whiskey 05 Water Tender ( 10800 Litres ).",2 X Hosereels,Open Flames,Passer-by Dropped A Light,2:00,North,"Epping, Roeland Street",Acacia Park,BrHse_SepStand,28888,LSM 13,Rented,NA,Black African,Age 25 - 29,Unmarried,Secondary,861,344000,N 1 Incoming,18.529693000000002,-33.894731
