ISSID,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,Type_ID,Type,Violent_or_non_violent,Violent_or_non_violent_code,Rangecode,Reasonforprotest,ward,Toilets.None,Toilets.Bucket toilet,Toilets.Other,Toilets.Unspecified,Toilets.Chemical toilet,Toilets.Flush toilet (connected to sewerage system),Toilets.Pit toilet without ventilation,Toilets.Pit toilet with ventilation (VIP),Toilets.Total,Toilets.Not applicable,Toilets.Flush toilet (with septic tank),Electricity.No electricity for heating:,Electricity.No electricity for lighting,Electricity.No electricity for cooking:,Electricity.Electricity for heating:,Electricity.Electricity for cooking:,Electricity.Total,Electricity.Electricity for lighting,Water.Regional/local water scheme (operated by municipality or other water services provider),Water.Spring,Water.Dam/pool/stagnant water,Water.Water tanker,Water.Other,Water.Borehole,Water.River/stream,Water.Total,Water.Not applicable,Water.Rain water tank,Water.Water vendor,Location 1
647,North West - Rustenburg,0,0,Rustenburg,Glencor mine - Rustenburg,NW - Rustenburg,"-25.66025,27.244178",Oliver Tambo Dr,Oliver Tambo Dr,19-Nov-13,21-Nov-13,-1,4,Labour related,Peaceful,0,5,"Workers at Glencor mine have embarked on a strike underground. COSATU is informed that the management at the company want the workers to work unpaid overtime, COSATU is also informed that the company has failed to provide protective clothing, in terms of the Occupational Health and Safety Act and the working conditions are also not safe.",63703018,978,162,52,230,115,15425,5286,1079,23502,0,175,2995,2159,2393,5521,6123,8516,6357,20369,20,14,1071,1318,586,8,23502,0,48,68,"5
(-25.66025, 27.244178)"
645,North West - Rustenburg,0,1,Rustenburg,Lethabong,NW - Lethabong,"-25.432036,27.835554",Rebone Street,Rebone Street,21-Nov-13,21-Nov-13,0,9,Service delivery,Violent,1,5,A ward councilor and nine other people were arrested for public violence in Lethabong near Rustenburg. The group was reportedly unhappy with the appointment of a contractor.,63702005,140,47,9,24,497,71,6586,4481,12358,0,503,241,39,145,3151,3247,3392,3353,7780,180,7,1292,86,2643,0,12358,0,33,337,"5
(-25.432036, 27.835553)"
644,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town - Keizergracht,WC - Cape Town Central,"-33.931535,18.433679",Keizersgracht,Keizersgracht,23-Nov-13,23-Nov-13,1,6,Transport related,Peaceful,0,4,"Protest movement against tolling in general, and e-tolling in particular, embarked on another huge protests with hundreds of riders - nearly double the turnout for the previous Cape Town BAT ride - gathered on Keizergracht in the CBD on Saturday for the third such protest, escorted by the motorcycle patrolmen of the city’s Traffic Services.",19100057,341,67,50,294,28,31723,2,12,33076,182,377,2365,85,1565,7838,8638,10203,10118,32328,23,6,36,386,55,0,33076,182,31,29,"9
(-33.931534, 18.433679)"
692,KwaZulu Natal - eThekwini,1,0,Durban,St Mary’s Hospital - Mariannhill,KZN - Durban Central,"-29.848824,30.824899",Abbot Francois road,Abbot francois road,26-Nov-13,26-Nov-13,0,4,Labour related,Peaceful,0,5,"Staff at the cash-strapped St Mary’s Hospital in Mariannhill embarked on a strike after pay talks deadlocked, leading to the effective temporary closure of the historic institution.",59500015,733,1021,1924,319,5316,12929,8748,3035,39343,54,5264,3032,1089,1338,8859,10553,11891,10802,31930,653,118,1768,2506,1190,151,39343,54,222,751,"6
(-29.848824, 30.824898)"
695,Gauteng - City of Johannesburg,1,0,Johannesburg,Northam Platinum Head office - Dunkeld West.,GP - Sandton,"-26.134153,28.034748",Hume Road,Northumberland Road,26-Nov-13,26-Nov-13,1,4,Labour related,Peaceful,0,3,The Strike at Northam Platinum is still continuing .,79800090,36,15,45,321,0,22248,9,9,22866,0,183,1591,91,1673,9213,9131,10804,10713,22186,0,5,33,402,142,4,22866,0,16,78,"3
(-26.134153, 28.034748)"
691,Gauteng - City of Tshwane,1,0,Pretoria,Moroccan embassy - Pretoria,GP - Brooklyn,"-25.747603,28.219861",Schoeman St,Farenden street,27-Nov-13,27-Nov-13,1,5,Political causes,Peaceful,0,5,"The vigil, organized by the African National Congress, NEHAWU and South African movement of solidarity with the Saharawi people, to protest Morocco's occupation of Western Sahara was organized.",79900092,186,12,225,117,5,28152,2,41,30439,1333,366,754,91,505,11751,12000,12505,12414,27703,4,10,104,1105,96,0,30438,1333,14,69,"3
(-25.747603, 28.219861)"
694,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg CBD,GP - Johannesburg Central,"-26.202251,28.040584",Kerk street,Bree street,28-Nov-13,28-Nov-13,0,5,Political causes,Violent,1,5,Disgruntled hawkers in Johannesburg forced businesses in the CBD to close. The hawkers said they would not allow anyone to trade because the City of Johannesburg and the Johannesburg High Court were not taking them seriously.,79800124,523,179,229,262,5,41154,15,64,43066,13,622,1548,762,1495,14289,14342,15837,15075,40982,36,13,286,1538,55,17,43068,13,22,106,"3
(-26.202251, 28.040583)"
690,Gauteng - City of Johannesburg,1,0,Johannesburg,Regional headquarters of the Post Office - Braamfontein (Rennesy),GP - Johannesburg Central,"-26.193279,28.036915",Biccard street,De Korte street,29-Nov-13,29-Nov-13,0,4,Labour related,Peaceful,0,5,Members of the Communication Workers Union (CWU) down tools at the South African Post Office on over unmet wage demands. CWU declared a wage dispute in September after rejecting a wage increase offer of 6% from the Post Office. The union’s demands are as follows: Relocation Allowance; Housing Subsidy; Job Security; Medical Aid Post Retirement Benefit; Removal of Capping from Medical Aid; 10% Salary Increase; Salary Ranges; Implementation Period,79800060,285,27,106,282,1,42772,23,37,45373,1312,528,527,167,661,12635,12501,13162,12995,42597,0,13,46,882,266,99,45373,1312,33,125,"3
(-26.193279, 28.036915)"
698,Gauteng - City of Johannesburg,1,0,Johannesburg,Auckland Park,GP - Rosebank,"-26.18679,28.009663",Artillery Road,Henley Road,29-Nov-13,29-Nov-13,0,4,Labour related,Peaceful,0,5,"Generations actors have downed tools again after accusing their boss Mfundi Vundla of being a “baas boy”. Actors stormed out of the studios in Auckland Park where the soapie is shot after their attempt to meet with the powers that be to iron out their differences failed. Vundla refused to accede to their demands to give them three-year contracts, with no clauses enabling him to fire them if he felt the need.",79800069,116,32,63,274,9,32925,18,37,33714,143,97,1233,128,1136,9595,9692,10828,10700,32864,7,2,52,451,89,12,33714,143,36,58,"3
(-26.186789, 28.009663)"
696,Western Cape - City of Cape Town,1,0,Cape Town,Keizergracht - Cape Town,WC - Cape Town Central,"-33.931535,18.433679",Keizergracht,Keizergracht,30-Nov-13,30-Nov-13,0,6,Transport related,Peaceful,0,3,Bikers Against e-Tolls double the turnout for the previous Cape Town BAT ride - gathered on Keizergracht in the CBD on Saturday for the third such protest.,19100057,341,67,50,294,28,31723,2,12,33076,182,377,2365,85,1565,7838,8638,10203,10118,32328,23,6,36,386,55,0,33076,182,31,29,"9
(-33.931534, 18.433679)"
686,Gauteng - Mogale City,0,0,Krugersdorp,Kagiso,GP - Kagiso,"-26.162641,27.787249",Randfontein Road,Randfontein Road,2-Dec-13,2-Dec-13,0,9,Service delivery,Violent,1,3,Residents took the streets burning tyres as pleads for aid allegedly went unheard after a hailstorm hit the area,74801010,1,0,5,0,0,8459,0,0,8544,0,79,173,54,72,2618,2719,2791,2737,8405,2,0,10,4,16,0,8543,0,7,99,"3
(-26.162641, 27.787248)"
687,Gauteng - City of Tshwane,1,0,Pretoria,Soshanguve Block XX - Plastic View,GP - Soshanguve,"-25.525093,28.101942",Mabopane Hwy,Mabopane Hwy,3-Dec-13,3-Dec-13,0,9,Service delivery,Violent,1,3,Two homes were set alight on Tuesday when violence erupted in Soshanguve following the eviction of some families from RDP houses.,79900035,125,95,106,54,114,16519,417,179,17840,4,227,1152,151,290,3501,4363,4653,4502,17260,3,6,59,266,186,0,17842,4,15,43,"3
(-25.525092, 28.101942)"
688,Gauteng - City of Johannesburg,1,0,Johannesburg,Sunninghill - Ward 93,GP - Rosebank,"-26.037042,28.061987",Rivonia Road,Witkoppen Road,3-Dec-13,3-Dec-13,0,6,Transport related,Peaceful,0,5,"To show their disapproval of the commencement of e-tolling on Johannesburg's highways, Ward 93 staged a silent protest at the Rivonia Road intersection",79800093,24,12,19,253,4,23350,0,6,23857,18,171,1263,76,622,8685,9326,9948,9872,23073,10,33,17,477,141,15,23857,18,16,57,"3
(-26.037042, 28.061986)"
689,Gauteng - City of Johannesburg,1,0,Johannesburg,Rivonia e-toll customer service centre,GP - Rosebank,"-26.039558,28.061194",Rivonia Road,N1 Western Bypass,3-Dec-13,3-Dec-13,0,6,Transport related,Peaceful,0,5,"Wheelchair-bound Gauteng residents, mostly members of the QuadPara Association of South Africa (Qasa), gathered at the centre to protest against the fact that the disabled were not exempt from the tolls.",79800106,69,197,71,417,26,33216,26,58,34458,98,280,2270,217,1602,13020,13688,15290,15073,33127,8,11,48,776,231,5,34456,98,21,131,"3
(-26.039558, 28.061194)"
712,Western Cape - City of Cape Town,1,0,Cape Town,"Sanlam’s head office - Bellville, Cape Town",WC - Bellville,"-33.903605,18.640939",2 strand road,2 strand road,3-Dec-13,3-Dec-13,0,4,Labour related,Peaceful,0,5,"A group of about 40 Economic Freedom Fighters (EFF) supporters are taking part in a protest outside Sanlam’s head office in Bellville, Cape Town. The party’s provincial convener Nazier Petersen told News24 that the October incident regarded an employee who was contracted by a labour broker to Sanlam for a period of six months and the broker terminated the contract.",19100010,425,72,122,145,5,29402,8,0,30521,250,92,1151,36,370,6468,7249,7619,7583,29894,0,30,71,197,21,8,30521,250,11,39,"9
(-33.903604, 18.640938)"
849,Northern Cape - Sol Plaatjie,0,0,Kimberley,Galeshewe,NC - Galeshewe,"-28.728303,24.751766",Popham Close,Tyson St,4-Dec-13,4-Dec-13,0,1,Crime related,Peaceful,0,5,Women Against Crime and Community Police Forum (CPF) members in Galeshewe marched to the Galeshewe police station to hand him a memorandum requesting intervention by the police during the 16 Days of Activism of No Violence against Women and Children this festive season.,30901020,73,56,4,25,2,7548,0,0,7742,11,23,547,80,172,1697,2072,2244,2164,7490,7,1,0,154,58,7,7744,11,0,16,"4
(-28.728303, 24.751766)"
683,Gauteng - City of Johannesburg,1,0,Johannesburg,Gauteng provincial legislature - Johannesburg,GP - Johannesburg Central,"-26.20427,28.041223",President street,Loveday street,5-Dec-13,5-Dec-13,0,6,Transport related,Peaceful,0,5,Scores of Democratic Alliance supporters gathered outside the Gauteng provincial legislature to protests against the e-tolling of Gauteng highways,79800124,523,179,229,262,5,41154,15,64,43066,13,622,1548,762,1495,14289,14342,15837,15075,40982,36,13,286,1538,55,17,43068,13,22,106,"3
(-26.20427, 28.041222)"
684,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg,GP - Johannesburg Central,"-26.193279,28.036915",Biccard street,De Korte street,5-Dec-13,5-Dec-13,1,4,Labour related,Peaceful,0,5,"CWU workers in the Post Office are on a go-slow, demanding a relocation allowance, 10 percent salary increase, housing subsidy, medical aid post retirement benefits, and the removal of capping of medical aid.",79800060,285,27,106,282,1,42772,23,37,45373,1312,528,527,167,661,12635,12501,13162,12995,42597,0,13,46,882,266,99,45373,1312,33,125,"3
(-26.193279, 28.036915)"
685,Gauteng - Ekurhuleni,1,0,Johannesburg,Germiston / Johannesburg,GP - Germiston,"-26.218172,28.164502",Cross street,Rose street,5-Dec-13,5-Dec-13,1,4,Labour related,Peaceful,0,5,Traffic officers in Ekurhuleni and Johannesburg who are members of the SA Municipal Workers' Union (Samwu) were also on an unofficial go-slow. officers had been complaining they were forced to desert their official duties due to the massive traffic on alternatives routes to the e-tolled highways.,79700093,321,8226,1229,85,1368,10265,1570,137,23827,15,611,8491,8118,8213,2986,3264,11477,3359,21473,47,324,23,911,96,36,23825,15,51,849,"3
(-26.218171, 28.164501)"
718,Western Cape - Knysna,0,0,Knysna,Knysna Magistrates Court,WC - Knysna,"-34.036073,23.049799",11 Main Road,11 Main Road,5-Dec-13,5-Dec-13,1,1,Crime related,Peaceful,0,5,"Animal rights activists gathered outside the Knysna Magistrates Court on Thursday, where six men are appearing in connection with a long-running dog fighting case.",10408010,87,0,2,38,1,5089,0,6,5710,369,118,829,14,474,1171,1526,2000,1986,5045,0,5,7,58,21,5,5711,369,32,169,"9
(-34.036073, 23.049799)"
697,KwaZulu Natal - eThekwini,1,0,Durban,Lindelani,KZN - Ntuzuma,"-29.959889,30.902861",Veni Yeni Road,Veni Yeni Raod,7-Dec-13,7-Dec-13,0,8,Xenphobia,Violent,1,3,"Mob looted the Somali-owned Bafana General Dealer store. A teen’s body was found sprawled on the road opposite the shop. Earlier, three teenagers were caught by the owners for shoplifting. They escaped from the shop and returned with a mob to loot it.",59500081,217,387,832,118,2677,16628,2627,1074,24681,0,121,1007,313,407,4912,5512,5919,5606,22096,450,37,95,1290,475,36,24683,0,60,144,"6
(-29.959889, 30.902861)"
703,Mpumalanga - Mbombela,0,0,Nelspruit,Mbombela Stadium,MP - Nelspruit,"-25.461715,30.929748",Matsafeni Road,Esmart Street,10-Dec-13,10-Dec-13,0,11,Individual causes,Violent,1,5,Mourners fought for food and hurled insults outside the Mbombela Stadium on Tuesday where thousands gathered to watch a live broadcast of late President Nelson Mandela's memorial service.,83202014,584,92,552,80,172,11187,5071,701,18643,64,140,2432,1685,2189,3161,3404,5593,3908,13688,759,266,2223,352,392,711,18643,64,79,109,"7
(-25.461715, 30.929748)"
700,Western Cape - City of Cape Town,1,0,Cape Town,Mitchells Plain Magistrate Court,WC - Mitchells Plain,"-34.047873,18.623279",1st Avenue,1st Avenue,13-Dec-13,13-Dec-13,0,1,Crime related,Peaceful,0,5,"Protest outside the Mitchells Plain Magistrate Court where the two men accused of killing six-year-old Hope van der Merwe Outside court, protesters held placards that read: “No bail for child killers”",19100079,784,505,378,186,0,33068,4,14,35411,13,459,1007,62,316,6311,7002,7318,7256,34705,5,3,150,486,5,0,35411,13,22,22,"9
(-34.047873, 18.623279)"
734,Gauteng - Ekurhuleni,1,0,Johannesburg,Windmill Park,GP - Boksburg,"-26.289144,28.267275",East central road,East central road,13-Dec-13,13-Dec-13,0,6,Transport related,Violent,1,5,Taxi owner Robert Nokeri (57) said there was tension between the Reiger Park District Taxi Association and the Boksburg Taxi Association.,79700099,247,229,563,80,400,34467,10308,274,47532,44,920,6752,5516,5670,6850,7932,13602,8086,45707,13,0,572,715,245,17,47531,44,91,127,"3
(-26.289144, 28.267275)"
699,Western Cape - City of Cape Town,1,0,Cape Town,Cape Times offices - Cape Town,WC - Cape Town Central,"-33.923474,18.419912",St Georges Mall St,Church street,14-Dec-13,14-Dec-13,0,4,Labour related,Peaceful,0,5,"The Right2Know (R2K) campaign has expressed concern about editorial independence at Independent Newspapers following the sacking of Cape Times editor Alide Dasnois. Members picket outside the Cape Times offices in solidarity with Dasnois. Activists, journalists and concerned citizens picketed outside the Cape Times’ offices on Tuesday in a call for editorial independence and the reinstatement of Alide Dasnois as the paper’s editor.",19100077,25,7,42,130,2,27593,0,36,28251,231,185,1578,71,1335,9576,9819,11154,11083,27605,1,11,39,228,47,2,28251,231,9,78,"9
(-33.923473, 18.419912)"
732,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,KwaDwesi,EC - Kwadwesi,"-33.84554,25.51495",Qumza Road,Uitenhage Rd,15-Dec-13,15-Dec-13,0,7,Vigilantism,Violent,1,3,"Angry residents found two men who were taking turns to rape a woman. One of the men escaped, but the other one was stripped naked and killed.",29300036,115,30,4,32,3,12743,783,24,13735,0,1,1835,336,362,2083,3556,3918,3582,13513,7,3,46,89,8,49,13735,0,11,9,"1
(-33.84554, 25.514949)"
731,Gauteng - City of Johannesburg,1,0,Johannesburg,Diepsloot - extension 7,GP - Cosmo City,"-25.940757,28.018091",R511,R511,16-Dec-13,16-Dec-13,0,7,Vigilantism,Violent,1,3,"Raging residents stoned an allegid thug to death, other armed robbery suspects hid from an angry crowd in tall reeds. The men allegedly robbed a paraffin shop in extension 7.",79800113,840,5024,195,270,386,67848,2579,10967,91717,0,3608,13288,9614,9772,26396,29912,39684,30070,85467,51,24,3749,784,945,26,91716,0,109,561,"3
(-25.940757, 28.01809)"
733,KwaZulu Natal - eThekwini,1,0,Durban,King Zwelithini Stadium - Umlazi,KZN - Umlazi,"-29.970708,30.900055",Mangosuthu Hyw,Ephraim Mdala Maphumulo st,16-Dec-13,16-Dec-13,0,11,Individual causes,Peaceful,0,5,"Following their 3-0 hammering by AmaZulu, Harrison found himself having to leave the King Zwelithini Stadium under heavy police guard. Staunch Arrows fans waited for him near the team bus chanting songs of disapproval of his work and asked him to immediately resign and go away with his son Ryan.",59500087,692,224,332,160,4991,14308,3529,1549,26620,0,835,1761,499,586,4930,6105,6691,6192,22903,75,656,480,1756,218,21,26618,0,206,303,"6
(-29.970707, 30.900054)"
701,Gauteng - Mogale City,0,0,Krugersdorp,Munsieville - Polokego Shelter for abused women and children,GP - Krugersdorp,"-26.073745,27.753328",Corane St,Ngidi Ave,18-Dec-13,18-Dec-13,0,1,Crime related,Peaceful,0,5,"Polokego Shelter for abused women and children takes a stand against exploitation by marching through the streets of Munsieville, to make residents aware of the various types of abuse and how it affects local communities. The march served as part of the nationwide 16 Days of Activism Against Abuse Against Women and Children.",74801025,494,579,43,22,347,3393,1126,568,6841,0,269,1620,1508,1544,1026,1102,2646,1138,6155,8,477,40,57,80,9,6840,0,0,14,"3
(-26.073744, 27.753328)"
