,Name,Long,Lat,Category,Province,District,Subdistrict,Uses DATCOV19 surveillance online platform,Main Health care Services Offered,Size,Beds Usable,Beds Approved,Beds Surgical Usable,Beds Surgical Approved,Surgeons Qualified,Surgeons_unqualified,Theatres,Total number of beds,Total number of staff,Cluster,Webpage,Geo_subdivision,Is Vaccination site
705,Mediclinic Nelspruit Hospital,30.961882,-25.4935,Private Hospital,Mpumalanga,Ehlanzeni District Municipality,City of Mbombela Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,314.0,,89.0,,,,9.0,,,,https://www.mediclinic.co.za/en/nelspruit/home.html,ZA-MP,
706,NHN Kiaat Private Hospital,30.983566,-25.4035,Private Hospital,Mpumalanga,Ehlanzeni District Municipality,City of Mbombela Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.kiaathospital.com/,ZA-MP,
707,NHN M-Care Nelspruit Hospital,30.952268,-25.4846,Private Hospital,Mpumalanga,Ehlanzeni District Municipality,City of Mbombela Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://mcare.co.za/nelspruit/,ZA-MP,
708,Mediclinic Highveld Hospital,29.23186,-26.4918,Private Hospital,Mpumalanga,Gert Sibande District Municipality,Govan Mbeki Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.mediclinic.co.za/en/highveld/home.html,ZA-MP,
709,Mediclinic Secunda Hospital,29.182497,-26.5073,Private Hospital,Mpumalanga,Gert Sibande District Municipality,Govan Mbeki Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,43.0,,24.0,,,,3.0,,,,https://www.mediclinic.co.za/en/secunda/home.html,ZA-MP,
710,Winkelhaak Mine Hospital,29.126233,-26.5133,Military Hospital,Mpumalanga,Gert Sibande District Municipality,Govan Mbeki Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-MP,
711,Life Piet Retief Hospital,30.804255,-27.0202,Private Hospital,Mpumalanga,Gert Sibande District Municipality,Mkhondo Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,45.0,,17.0,,,,2.0,,,,,ZA-MP,
712,Ermelo Hospiplan Hospital,29.97482,-26.5229,Private Hospital,Mpumalanga,Gert Sibande District Municipality,Msukaligwa Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-MP,
713,Mediclinic Ermelo Hospital,29.987844,-26.5428,Private Hospital,Mpumalanga,Gert Sibande District Municipality,Msukaligwa Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,40.0,,11.0,,,,2.0,,,,https://www.mediclinic.co.za/en/ermelo/home.html,ZA-MP,
714,Anglo CoalHighveld Hospital,29.199753,-25.9167,Private Hospital,Mpumalanga,Nkangala District Municipality,Emalahleni Local Municipality,,Relevant Private Facility services – visit their website for more details,,134.0,,34.0,,,,2.0,,,,https://www.platinumhealth.co.za/service_provider/anglocoal-highveld/,ZA-MP,
715,Greenside Hospital,29.178193,-25.9586,Private Hospital,Mpumalanga,Nkangala District Municipality,Emalahleni Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-MP,
716,Life Cosmos Hospital,29.232742,-25.8841,Private Hospital,Mpumalanga,Nkangala District Municipality,Emalahleni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,205.0,,60.0,,,,7.0,,,,https://www.lifehealthcare.co.za/hospitals/mpumalanga/witbank/life-cosmos-hospital/,ZA-MP,
717,NHN eMalahleni Day Hospital,29.215849,-25.8748,Private Hospital,Mpumalanga,Nkangala District Municipality,Emalahleni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-MP,
718,NHN eMalahleni Private Hospital,29.214917,-25.8754,Private Hospital,Mpumalanga,Nkangala District Municipality,Emalahleni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,100.0,,22.0,,,,3.0,,,,https://emalahlenihospital.co.za/,ZA-MP,
719,NHN Highveld Eye Hospital,29.240453,-25.8721,Private Hospital,Mpumalanga,Nkangala District Municipality,Emalahleni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://highveldeyehospital.webs.com/,ZA-MP,
720,Arnot Colliery Mine Hospital,29.774221,-25.929932,Military Hospital,Mpumalanga,Nkangala District Municipality,Steve Tshwete Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-MP,
721,Douglas Colliery Mine Hospital,29.8034,-25.9467,Military Hospital,Mpumalanga,Nkangala District Municipality,Steve Tshwete Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,35.0,,0.0,0.0,,0.0,0.0,,,,,ZA-MP,
722,Koornfontein Mine Hospital,29.187401,-25.8296,Military Hospital,Mpumalanga,Nkangala District Municipality,Steve Tshwete Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-MP,
723,Life Midmed Hospital,29.457539,-25.7628,Private Hospital,Mpumalanga,Nkangala District Municipality,Steve Tshwete Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,159.0,,34.0,,,,4.0,,,,https://www.lifehealthcare.co.za/hospitals/mpumalanga/middelburg/life-midmed-hospital/,ZA-MP,
724,Middelburg Mine Hospital,29.2805.5,-25.46211,Military Hospital,Mpumalanga,Nkangala District Municipality,Steve Tshwete Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-MP,
725,Hartswater Hospital,24.81333,-27.7576,District Hospital,Northern Cape,Frances Baard District Municipality,Phokwane Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,50.0,,0.0,0.0,,4.0,1.0,,,,,ZA-NC,
726,Mediclinic Kimberley Hospital,24.771611,-28.7449,Private Hospital,Northern Cape,Frances Baard District Municipality,Sol Plaatje Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,252.0,,91.0,,,,8.0,,,,https://www.mediclinic.co.za/en/kimberley/home.html,ZA-NC,
727,NHN Lenmed Royal Hospital and Heart Centre,24.762109,-28.7564,Private Hospital,Northern Cape,Frances Baard District Municipality,Sol Plaatje Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.lenmed.co.za/hospital/royal-private-hospital-and-heart-centre-lenmed/,ZA-NC,
728,West End Specialised Psychiatric Hospital,24.72386,-28.7376,Specialised Hospital,Northern Cape,Frances Baard District Municipality,Sol Plaatje Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,178.0,,,,,,,,,,,ZA-NC,
729,West End Spec TB Hospital,24.77374,-28.8067,Specialised Hospital,Northern Cape,Frances Baard District Municipality,Sol Plaatje Local Municipality,,TB and related services,,,,,,,,,,,,,ZA-NC,
730,NHN Lenmed Kathu Hospital,23.054137,-27.6945,Private Hospital,Northern Cape,John Taolo Gaetsewe District Municipality,Gamagara Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,25.0,,8.0,,,,1.0,,,,https://www.lenmed.co.za/hospital/kathu-private-hospital-lenmed/,ZA-NC,
731,Tshwaragano Hospital,23.34494,-27.3067,District Hospital,Northern Cape,John Taolo Gaetsewe District Municipality,Ga-Segonyana Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,214.0,,40.0,40.0,,5.0,1.0,,,,,ZA-NC,
732,Aggeneys (Black Mountain) Private Hospital,18.842602,-29.2413,Private Hospital,Northern Cape,Namakwa District Municipality,Khâi-Ma Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-NC,
733,Kleinzee Private Hospital,17.065201,-29.67675,Private Hospital,Northern Cape,Namakwa District Municipality,Nama Khoi Local Municipality,,Relevant Private Facility services – visit their website for more details,,34.0,,10.0,,,,1.0,,,,,ZA-NC,
734,Prieska Hospital,22.73732,-29.6681,District Hospital,Northern Cape,Pixley ka Seme District Municipality,Siyathemba Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,30.0,,2.0,2.0,,2.0,1.0,,,,,ZA-NC,
735,OraniaMed 24,24.409733,-29.812101,Private Hospital,Northern Cape,Pixley ka Seme District Municipality,Thembelihle Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-NC,
736,Manne Dipico Hospital,25.08956,-30.73,District Hospital,Northern Cape,Pixley ka Seme District Municipality,Umsobomvu Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,32.0,,0.0,0.0,,0.0,0.0,,,,,ZA-NC,
737,Harry Surtie Hospital,21.26603,-28.446,Regional Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Dawid Kruiper Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,186.0,,45.0,46.0,,3.0,2.0,,,,,ZA-NC,
738,Mediclinic Upington Hospital,21.266934,-28.4399,Private Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Dawid Kruiper Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,50.0,,17.0,,,,2.0,,,,https://www.mediclinic.co.za/en/upington/home.html,ZA-NC,
739,Upington TB Hospital,21.26603,-28.446,Specialised Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Dawid Kruiper Local Municipality,,TB and related services,,186.0,,,,,,,,,,,ZA-NC,
740,Kakamas Hospital,20.62249,-28.7805,District Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Kai !Garib Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,30.0,,4.0,4.0,,2.0,0.0,,,,,ZA-NC,
741,Keimoes Hospital,20.954576,-28.706323,District Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Kai !Garib Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,30.0,,2.0,2.0,,0.0,0.0,,,,,ZA-NC,
742,Lime Acres Hospital,23.57222,-28.3694,Private Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Kgatelopele Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-NC,
743,Postmasburg Hospital,23.06008,-28.3276,District Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Tsantsabane Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,42.0,,20.0,20.0,,0.0,0.0,,,,,ZA-NC,
744,Mediclinic Brits Hospital,27.782926,-25.6328,Private Hospital,North West,Bojanala Platinum District Municipality,Madibeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,80.0,,21.0,,,,3.0,,,,https://www.mediclinic.co.za/en/brits/home.html,ZA-NW,
745,Andrew Saffey Mine Hospital,27.23578,-25.6639,Military Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,56.0,,23.0,,,,0.0,,,,,ZA-NW,
746,Impala Mine Hospital,27.20101,-25.5335,Military Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-NW,
747,Job Shimankana Tabane Hospital,27.244388,-25.6774,Tertiary Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,YES,"Accident and emergency services including family medicine, Obstetrics and Gynaecology, reproductive health and Choice on Termination of Pregnancy (CTOP) services, Paediatrics, Neonatology, Internal Medicine, HIV and AIDS wellness clinic, General Surgery, Orthopaedic, Mental Health, Anaesthesia, adult ICU, Neonatal ICU, Radiology serviced including CT scan, Ophthalmology, Renal Services and Complex Orthopaedic like Joint replacements.Allied health services provided are speech therapy and audiology, occupational therapy, physiotherapy, radiography, social worker services, psychology services, dietetics services and pharmaceutical services.",,390.0,,35.0,40.0,,12.0,5.0,,,,,ZA-NW,YES
748,Life La Femme Clinic Hospital,27.238413,-25.6721,Private Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,40.0,,14.0,,,,2.0,,,,https://www.lifehealthcare.co.za/hospitals/north-west/rustenburg/life-la-femme-clinic/,ZA-NW,
749,Life Peglerae Hospital,27.242302,-25.6737,Private Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,159.0,,103.0,,,,6.0,,,,https://www.lifehealthcare.co.za/hospitals/north-west/rustenburg/life-peglerae-hospital/,ZA-NW,
750,Netcare Ferncrest Hospital,27.214149,-25.6478,Private Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,163.0,,60.0,,,,5.0,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Ferncrest-Hospital,ZA-NW,
751,NHN Medicare Rustenburg Hospital,27.226595,-25.6852,Private Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,http://www.rustenburgmedicare.co.za/contact.html,ZA-NW,
752,Rustenburg Platinum Mine Hospital,27.242922,-25.671632,Military Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-NW,
753,Duff Scott Memorial Hospital,26.80489,-26.8622,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-NW,
754,Klerksdorp-Tshepong Hospital,26.662715,-26.8789,Tertiary Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,YES,Services for this public hospital still need to be clerified,,803.0,,169.0,169.0,,2.0,13.0,,,,https://www.klerksdorptsheponghospital.org/about-us/,ZA-NW,YES
755,Life Anncron Clinic Hospital,26.668083,-26.8411,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,150.0,,56.0,,,,6.0,,,,https://www.lifehealthcare.co.za/hospitals/north-west/klerksdorp/life-anncron-hospital/,ZA-NW,
756,NHN Parkmed Neuro Hospital,26.660808,-26.8726,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://parkmed.co.za/,ZA-NW,
757,NHN Sunningdale Hospital,26.669377,-26.8468,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,62.0,,18.0,,,,2.0,,,,,ZA-NW,
758,NHN Wilmed Park Hospital,26.678519,-26.8309,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,144.0,,72.0,,,,6.0,,,,https://www.wilmedpark.co.za/,ZA-NW,
759,West Vaal Hospital,26.67205,-26.9623,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,,Relevant Private Facility services – visit their website for more details,,275.0,,94.0,,,,3.0,,,,,ZA-NW,
760,Mediclinic Potchefstroom Hospital,27.08141,-26.689,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,JB Marks Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,127.0,,41.0,,,,4.0,,,,https://www.mediclinic.co.za/en/potchefstroom/home.html,ZA-NW,
